DATE,DPRIME
2014-01-02,3.25
2014-01-03,3.25
2014-01-06,3.25
2014-01-07,3.25
2014-01-08,3.25
2014-01-09,3.25
2014-01-10,3.25
2014-01-13,3.25
2014-01-14,3.25
2014-01-15,3.25
2014-01-16,3.25
2014-01-17,3.25
2014-01-20,.
2014-01-21,3.25
2014-01-22,3.25
2014-01-23,3.25
2014-01-24,3.25
2014-01-27,3.25
2014-01-28,3.25
2014-01-29,3.25
2014-01-30,3.25
2014-01-31,3.25
2014-02-03,3.25
2014-02-04,3.25
2014-02-05,3.25
2014-02-06,3.25
2014-02-07,3.25
2014-02-10,3.25
2014-02-11,3.25
2014-02-12,3.25
2014-02-13,3.25
2014-02-14,3.25
2014-02-17,.
2014-02-18,3.25
2014-02-19,3.25
2014-02-20,3.25
2014-02-21,3.25
2014-02-24,3.25
2014-02-25,3.25
2014-02-26,3.25
2014-02-27,3.25
2014-02-28,3.25
2014-03-03,3.25
2014-03-04,3.25
2014-03-05,3.25
2014-03-06,3.25
2014-03-07,3.25
2014-03-10,3.25
2014-03-11,3.25
2014-03-12,3.25
2014-03-13,3.25
2014-03-14,3.25
2014-03-17,3.25
2014-03-18,3.25
2014-03-19,3.25
2014-03-20,3.25
2014-03-21,3.25
2014-03-24,3.25
2014-03-25,3.25
2014-03-26,3.25
2014-03-27,3.25
2014-03-28,3.25
2014-03-31,3.25
2014-04-01,3.25
2014-04-02,3.25
2014-04-03,3.25
2014-04-04,3.25
2014-04-07,3.25
2014-04-08,3.25
2014-04-09,3.25
2014-04-10,3.25
2014-04-11,3.25
2014-04-14,3.25
2014-04-15,3.25
2014-04-16,3.25
2014-04-17,3.25
2014-04-18,3.25
2014-04-21,3.25
2014-04-22,3.25
2014-04-23,3.25
2014-04-24,3.25
2014-04-25,3.25
2014-04-28,3.25
2014-04-29,3.25
2014-04-30,3.25
2014-05-01,3.25
2014-05-02,3.25
2014-05-05,3.25
2014-05-06,3.25
2014-05-07,3.25
2014-05-08,3.25
2014-05-09,3.25
2014-05-12,3.25
2014-05-13,3.25
2014-05-14,3.25
2014-05-15,3.25
2014-05-16,3.25
2014-05-19,3.25
2014-05-20,3.25
2014-05-21,3.25
2014-05-22,3.25
2014-05-23,3.25
2014-05-26,.
2014-05-27,3.25
2014-05-28,3.25
2014-05-29,3.25
2014-05-30,3.25
2014-06-02,3.25
2014-06-03,3.25
2014-06-04,3.25
2014-06-05,3.25
2014-06-06,3.25
2014-06-09,3.25
2014-06-10,3.25
2014-06-11,3.25
2014-06-12,3.25
2014-06-13,3.25
2014-06-16,3.25
2014-06-17,3.25
2014-06-18,3.25
2014-06-19,3.25
2014-06-20,3.25
2014-06-23,3.25
2014-06-24,3.25
2014-06-25,3.25
2014-06-26,3.25
2014-06-27,3.25
2014-06-30,3.25
2014-07-01,3.25
2014-07-02,3.25
2014-07-03,3.25
2014-07-04,.
2014-07-07,3.25
2014-07-08,3.25
2014-07-09,3.25
2014-07-10,3.25
2014-07-11,3.25
2014-07-14,3.25
2014-07-15,3.25
2014-07-16,3.25
2014-07-17,3.25
2014-07-18,3.25
2014-07-21,3.25
2014-07-22,3.25
2014-07-23,3.25
2014-07-24,3.25
2014-07-25,3.25
2014-07-28,3.25
2014-07-29,3.25
2014-07-30,3.25
2014-07-31,3.25
2014-08-01,3.25
2014-08-04,3.25
2014-08-05,3.25
2014-08-06,3.25
2014-08-07,3.25
2014-08-08,3.25
2014-08-11,3.25
2014-08-12,3.25
2014-08-13,3.25
2014-08-14,3.25
2014-08-15,3.25
2014-08-18,3.25
2014-08-19,3.25
2014-08-20,3.25
2014-08-21,3.25
2014-08-22,3.25
2014-08-25,3.25
2014-08-26,3.25
2014-08-27,3.25
2014-08-28,3.25
2014-08-29,3.25
2014-09-01,.
2014-09-02,3.25
2014-09-03,3.25
2014-09-04,3.25
2014-09-05,3.25
2014-09-08,3.25
2014-09-09,3.25
2014-09-10,3.25
2014-09-11,3.25
2014-09-12,3.25
2014-09-15,3.25
2014-09-16,3.25
2014-09-17,3.25
2014-09-18,3.25
2014-09-19,3.25
2014-09-22,3.25
2014-09-23,3.25
2014-09-24,3.25
2014-09-25,3.25
2014-09-26,3.25
2014-09-29,3.25
2014-09-30,3.25
2014-10-01,3.25
2014-10-02,3.25
2014-10-03,3.25
2014-10-06,3.25
2014-10-07,3.25
2014-10-08,3.25
2014-10-09,3.25
2014-10-10,3.25
2014-10-13,.
2014-10-14,3.25
2014-10-15,3.25
2014-10-16,3.25
2014-10-17,3.25
2014-10-20,3.25
2014-10-21,3.25
2014-10-22,3.25
2014-10-23,3.25
2014-10-24,3.25
2014-10-27,3.25
2014-10-28,3.25
2014-10-29,3.25
2014-10-30,3.25
2014-10-31,3.25
2014-11-03,3.25
2014-11-04,3.25
2014-11-05,3.25
2014-11-06,3.25
2014-11-07,3.25
2014-11-10,3.25
2014-11-11,.
2014-11-12,3.25
2014-11-13,3.25
2014-11-14,3.25
2014-11-17,3.25
2014-11-18,3.25
2014-11-19,3.25
2014-11-20,3.25
2014-11-21,3.25
2014-11-24,3.25
2014-11-25,3.25
2014-11-26,3.25
2014-11-27,.
2014-11-28,3.25
2014-12-01,3.25
2014-12-02,3.25
2014-12-03,3.25
2014-12-04,3.25
2014-12-05,3.25
2014-12-08,3.25
2014-12-09,3.25
2014-12-10,3.25
2014-12-11,3.25
2014-12-12,3.25
2014-12-15,3.25
2014-12-16,3.25
2014-12-17,3.25
2014-12-18,3.25
2014-12-19,3.25
2014-12-22,3.25
2014-12-23,3.25
2014-12-24,3.25
2014-12-25,.
2014-12-26,3.25
2014-12-29,3.25
2014-12-30,3.25
2014-12-31,3.25
2015-01-01,.
2015-01-02,3.25
2015-01-05,3.25
2015-01-06,3.25
2015-01-07,3.25
2015-01-08,3.25
2015-01-09,3.25
2015-01-12,3.25
2015-01-13,3.25
2015-01-14,3.25
2015-01-15,3.25
2015-01-16,3.25
2015-01-19,.
2015-01-20,3.25
2015-01-21,3.25
2015-01-22,3.25
2015-01-23,3.25
2015-01-26,3.25
2015-01-27,3.25
2015-01-28,3.25
2015-01-29,3.25
2015-01-30,3.25
2015-02-02,3.25
2015-02-03,3.25
2015-02-04,3.25
2015-02-05,3.25
2015-02-06,3.25
2015-02-09,3.25
2015-02-10,3.25
2015-02-11,3.25
2015-02-12,3.25
2015-02-13,3.25
2015-02-16,.
2015-02-17,3.25
2015-02-18,3.25
2015-02-19,3.25
2015-02-20,3.25
2015-02-23,3.25
2015-02-24,3.25
2015-02-25,3.25
2015-02-26,3.25
2015-02-27,3.25
2015-03-02,3.25
2015-03-03,3.25
2015-03-04,3.25
2015-03-05,3.25
2015-03-06,3.25
2015-03-09,3.25
2015-03-10,3.25
2015-03-11,3.25
2015-03-12,3.25
2015-03-13,3.25
2015-03-16,3.25
2015-03-17,3.25
2015-03-18,3.25
2015-03-19,3.25
2015-03-20,3.25
2015-03-23,3.25
2015-03-24,3.25
2015-03-25,3.25
2015-03-26,3.25
2015-03-27,3.25
2015-03-30,3.25
2015-03-31,3.25
2015-04-01,3.25
2015-04-02,3.25
2015-04-03,3.25
2015-04-06,3.25
2015-04-07,3.25
2015-04-08,3.25
2015-04-09,3.25
2015-04-10,3.25
2015-04-13,3.25
2015-04-14,3.25
2015-04-15,3.25
2015-04-16,3.25
2015-04-17,3.25
2015-04-20,3.25
2015-04-21,3.25
2015-04-22,3.25
2015-04-23,3.25
2015-04-24,3.25
2015-04-27,3.25
2015-04-28,3.25
2015-04-29,3.25
2015-04-30,3.25
2015-05-01,3.25
2015-05-04,3.25
2015-05-05,3.25
2015-05-06,3.25
2015-05-07,3.25
2015-05-08,3.25
2015-05-11,3.25
2015-05-12,3.25
2015-05-13,3.25
2015-05-14,3.25
2015-05-15,3.25
2015-05-18,3.25
2015-05-19,3.25
2015-05-20,3.25
2015-05-21,3.25
2015-05-22,3.25
2015-05-25,3.25
2015-05-26,3.25
2015-05-27,3.25
2015-05-28,3.25
2015-05-29,3.25
2015-06-01,3.25
2015-06-02,3.25
2015-06-03,3.25
2015-06-04,3.25
2015-06-05,3.25
2015-06-08,3.25
2015-06-09,3.25
2015-06-10,3.25
2015-06-11,3.25
2015-06-12,3.25
2015-06-15,3.25
2015-06-16,3.25
2015-06-17,3.25
2015-06-18,3.25
2015-06-19,3.25
2015-06-22,3.25
2015-06-23,3.25
2015-06-24,3.25
2015-06-25,3.25
2015-06-26,3.25
2015-06-29,3.25
2015-06-30,3.25
2015-07-01,3.25
2015-07-02,3.25
2015-07-03,.
2015-07-06,3.25
2015-07-07,3.25
2015-07-08,3.25
2015-07-09,3.25
2015-07-10,3.25
2015-07-13,3.25
2015-07-14,3.25
2015-07-15,3.25
2015-07-16,3.25
2015-07-17,3.25
2015-07-20,3.25
2015-07-21,3.25
2015-07-22,3.25
2015-07-23,3.25
2015-07-24,3.25
2015-07-27,3.25
2015-07-28,3.25
2015-07-29,3.25
2015-07-30,3.25
2015-07-31,3.25
2015-08-03,3.25
2015-08-04,3.25
2015-08-05,3.25
2015-08-06,3.25
2015-08-07,3.25
2015-08-10,3.25
2015-08-11,3.25
2015-08-12,3.25
2015-08-13,3.25
2015-08-14,3.25
2015-08-17,3.25
2015-08-18,3.25
2015-08-19,3.25
2015-08-20,3.25
2015-08-21,3.25
2015-08-24,3.25
2015-08-25,3.25
2015-08-26,3.25
2015-08-27,3.25
2015-08-28,3.25
2015-08-31,3.25
2015-09-01,3.25
2015-09-02,3.25
2015-09-03,3.25
2015-09-04,3.25
2015-09-07,.
2015-09-08,3.25
2015-09-09,3.25
2015-09-10,3.25
2015-09-11,3.25
2015-09-14,3.25
2015-09-15,3.25
2015-09-16,3.25
2015-09-17,3.25
2015-09-18,3.25
2015-09-21,3.25
2015-09-22,3.25
2015-09-23,3.25
2015-09-24,3.25
2015-09-25,3.25
2015-09-28,3.25
2015-09-29,3.25
2015-09-30,3.25
2015-10-01,3.25
2015-10-02,3.25
2015-10-05,3.25
2015-10-06,3.25
2015-10-07,3.25
2015-10-08,3.25
2015-10-09,3.25
2015-10-12,.
2015-10-13,3.25
2015-10-14,3.25
2015-10-15,3.25
2015-10-16,3.25
2015-10-19,3.25
2015-10-20,3.25
2015-10-21,3.25
2015-10-22,3.25
2015-10-23,3.25
2015-10-26,3.25
2015-10-27,3.25
2015-10-28,3.25
2015-10-29,3.25
2015-10-30,3.25
2015-11-02,3.25
2015-11-03,3.25
2015-11-04,3.25
2015-11-05,3.25
2015-11-06,3.25
2015-11-09,3.25
2015-11-10,3.25
2015-11-11,.
2015-11-12,3.25
2015-11-13,3.25
2015-11-16,3.25
2015-11-17,3.25
2015-11-18,3.25
2015-11-19,3.25
2015-11-20,3.25
2015-11-23,3.25
2015-11-24,3.25
2015-11-25,3.25
2015-11-26,.
2015-11-27,3.25
2015-11-30,3.25
2015-12-01,3.25
2015-12-02,3.25
2015-12-03,3.25
2015-12-04,3.25
2015-12-07,3.25
2015-12-08,3.25
2015-12-09,3.25
2015-12-10,3.25
2015-12-11,3.25
2015-12-14,3.25
2015-12-15,3.25
2015-12-16,3.25
2015-12-17,3.50
2015-12-18,3.50
2015-12-21,3.50
2015-12-22,3.50
2015-12-23,3.50
2015-12-24,3.50
2015-12-25,.
2015-12-28,3.50
2015-12-29,3.50
2015-12-30,3.50
2015-12-31,3.50
2016-01-01,.
2016-01-04,3.50
2016-01-05,3.50
2016-01-06,3.50
2016-01-07,3.50
2016-01-08,3.50
2016-01-11,3.50
2016-01-12,3.50
2016-01-13,3.50
2016-01-14,3.50
2016-01-15,3.50
2016-01-18,.
2016-01-19,3.50
2016-01-20,3.50
2016-01-21,3.50
2016-01-22,3.50
2016-01-25,3.50
2016-01-26,3.50
2016-01-27,3.50
2016-01-28,3.50
2016-01-29,3.50
2016-02-01,3.50
2016-02-02,3.50
2016-02-03,3.50
2016-02-04,3.50
2016-02-05,3.50
2016-02-08,3.50
2016-02-09,3.50
2016-02-10,3.50
2016-02-11,3.50
2016-02-12,3.50
2016-02-15,.
2016-02-16,3.50
2016-02-17,3.50
2016-02-18,3.50
2016-02-19,3.50
2016-02-22,3.50
2016-02-23,3.50
2016-02-24,3.50
2016-02-25,3.50
2016-02-26,3.50
2016-02-29,3.50
2016-03-01,3.50
2016-03-02,3.50
2016-03-03,3.50
2016-03-04,3.50
2016-03-07,3.50
2016-03-08,3.50
2016-03-09,3.50
2016-03-10,3.50
2016-03-11,3.50
2016-03-14,3.50
2016-03-15,3.50
2016-03-16,3.50
2016-03-17,3.50
2016-03-18,3.50
2016-03-21,3.50
2016-03-22,3.50
2016-03-23,3.50
2016-03-24,3.50
2016-03-25,3.50
2016-03-28,3.50
2016-03-29,3.50
2016-03-30,3.50
2016-03-31,3.50
2016-04-01,3.50
2016-04-04,3.50
2016-04-05,3.50
2016-04-06,3.50
2016-04-07,3.50
2016-04-08,3.50
2016-04-11,3.50
2016-04-12,3.50
2016-04-13,3.50
2016-04-14,3.50
2016-04-15,3.50
2016-04-18,3.50
2016-04-19,3.50
2016-04-20,3.50
2016-04-21,3.50
2016-04-22,3.50
2016-04-25,3.50
2016-04-26,3.50
2016-04-27,3.50
2016-04-28,3.50
2016-04-29,3.50
2016-05-02,3.50
2016-05-03,3.50
2016-05-04,3.50
2016-05-05,3.50
2016-05-06,3.50
2016-05-09,3.50
2016-05-10,3.50
2016-05-11,3.50
2016-05-12,3.50
2016-05-13,3.50
2016-05-16,3.50
2016-05-17,3.50
2016-05-18,3.50
2016-05-19,3.50
2016-05-20,3.50
2016-05-23,3.50
2016-05-24,3.50
2016-05-25,3.50
2016-05-26,3.50
2016-05-27,3.50
2016-05-30,.
2016-05-31,3.50
2016-06-01,3.50
2016-06-02,3.50
2016-06-03,3.50
2016-06-06,3.50
2016-06-07,3.50
2016-06-08,3.50
2016-06-09,3.50
2016-06-10,3.50
2016-06-13,3.50
2016-06-14,3.50
2016-06-15,3.50
2016-06-16,3.50
2016-06-17,3.50
2016-06-20,3.50
2016-06-21,3.50
2016-06-22,3.50
2016-06-23,3.50
2016-06-24,3.50
2016-06-27,3.50
2016-06-28,3.50
2016-06-29,3.50
2016-06-30,3.50
2016-07-01,3.50
2016-07-04,.
2016-07-05,3.50
2016-07-06,3.50
2016-07-07,3.50
2016-07-08,3.50
2016-07-11,3.50
2016-07-12,3.50
2016-07-13,3.50
2016-07-14,3.50
2016-07-15,3.50
2016-07-18,3.50
2016-07-19,3.50
2016-07-20,3.50
2016-07-21,3.50
2016-07-22,3.50
2016-07-25,3.50
2016-07-26,3.50
2016-07-27,3.50
2016-07-28,3.50
2016-07-29,3.50
2016-08-01,3.50
2016-08-02,3.50
2016-08-03,3.50
2016-08-04,3.50
2016-08-05,3.50
2016-08-08,3.50
2016-08-09,3.50
2016-08-10,3.50
2016-08-11,3.50
2016-08-12,3.50
2016-08-15,3.50
2016-08-16,3.50
2016-08-17,3.50
2016-08-18,3.50
2016-08-19,3.50
2016-08-22,3.50
2016-08-23,3.50
2016-08-24,3.50
2016-08-25,3.50
2016-08-26,3.50
2016-08-29,3.50
2016-08-30,3.50
2016-08-31,3.50
2016-09-01,3.50
2016-09-02,3.50
2016-09-05,.
2016-09-06,3.50
2016-09-07,3.50
2016-09-08,3.50
2016-09-09,3.50
2016-09-12,3.50
2016-09-13,3.50
2016-09-14,3.50
2016-09-15,3.50
2016-09-16,3.50
2016-09-19,3.50
2016-09-20,3.50
2016-09-21,3.50
2016-09-22,3.50
2016-09-23,3.50
2016-09-26,3.50
2016-09-27,3.50
2016-09-28,3.50
2016-09-29,3.50
2016-09-30,3.50
2016-10-03,3.50
2016-10-04,3.50
2016-10-05,3.50
2016-10-06,3.50
2016-10-07,3.50
2016-10-10,.
2016-10-11,3.50
2016-10-12,3.50
2016-10-13,3.50
2016-10-14,3.50
2016-10-17,3.50
2016-10-18,3.50
2016-10-19,3.50
2016-10-20,3.50
2016-10-21,3.50
2016-10-24,3.50
2016-10-25,3.50
2016-10-26,3.50
2016-10-27,3.50
2016-10-28,3.50
2016-10-31,3.50
2016-11-01,3.50
2016-11-02,3.50
2016-11-03,3.50
2016-11-04,3.50
2016-11-07,3.50
2016-11-08,3.50
2016-11-09,3.50
2016-11-10,3.50
2016-11-11,.
2016-11-14,3.50
2016-11-15,3.50
2016-11-16,3.50
2016-11-17,3.50
2016-11-18,3.50
2016-11-21,3.50
2016-11-22,3.50
2016-11-23,3.50
2016-11-24,.
2016-11-25,3.50
2016-11-28,3.50
2016-11-29,3.50
2016-11-30,3.50
2016-12-01,3.50
2016-12-02,3.50
2016-12-05,3.50
2016-12-06,3.50
2016-12-07,3.50
2016-12-08,3.50
2016-12-09,3.50
2016-12-12,3.50
2016-12-13,3.50
2016-12-14,3.50
2016-12-15,3.75
2016-12-16,3.75
2016-12-19,3.75
2016-12-20,3.75
2016-12-21,3.75
2016-12-22,3.75
2016-12-23,3.75
2016-12-26,.
2016-12-27,3.75
2016-12-28,3.75
2016-12-29,3.75
2016-12-30,3.75
2017-01-02,.
2017-01-03,3.75
2017-01-04,3.75
2017-01-05,3.75
2017-01-06,3.75
2017-01-09,3.75
2017-01-10,3.75
2017-01-11,3.75
2017-01-12,3.75
2017-01-13,3.75
2017-01-16,.
2017-01-17,3.75
2017-01-18,3.75
2017-01-19,3.75
2017-01-20,3.75
2017-01-23,3.75
2017-01-24,3.75
2017-01-25,3.75
2017-01-26,3.75
2017-01-27,3.75
2017-01-30,3.75
2017-01-31,3.75
2017-02-01,3.75
2017-02-02,3.75
2017-02-03,3.75
2017-02-06,3.75
2017-02-07,3.75
2017-02-08,3.75
2017-02-09,3.75
2017-02-10,3.75
2017-02-13,3.75
2017-02-14,3.75
2017-02-15,3.75
2017-02-16,3.75
2017-02-17,3.75
2017-02-20,.
2017-02-21,3.75
2017-02-22,3.75
2017-02-23,3.75
2017-02-24,3.75
2017-02-27,3.75
2017-02-28,3.75
2017-03-01,3.75
2017-03-02,3.75
2017-03-03,3.75
2017-03-06,3.75
2017-03-07,3.75
2017-03-08,3.75
2017-03-09,3.75
2017-03-10,3.75
2017-03-13,3.75
2017-03-14,3.75
2017-03-15,3.75
2017-03-16,4.00
2017-03-17,4.00
2017-03-20,4.00
2017-03-21,4.00
2017-03-22,4.00
2017-03-23,4.00
2017-03-24,4.00
2017-03-27,4.00
2017-03-28,4.00
2017-03-29,4.00
2017-03-30,4.00
2017-03-31,4.00
2017-04-03,4.00
2017-04-04,4.00
2017-04-05,4.00
2017-04-06,4.00
2017-04-07,4.00
2017-04-10,4.00
2017-04-11,4.00
2017-04-12,4.00
2017-04-13,4.00
2017-04-14,4.00
2017-04-17,4.00
2017-04-18,4.00
2017-04-19,4.00
2017-04-20,4.00
2017-04-21,4.00
2017-04-24,4.00
2017-04-25,4.00
2017-04-26,4.00
2017-04-27,4.00
2017-04-28,4.00
2017-05-01,4.00
2017-05-02,4.00
2017-05-03,4.00
2017-05-04,4.00
2017-05-05,4.00
2017-05-08,4.00
2017-05-09,4.00
2017-05-10,4.00
2017-05-11,4.00
2017-05-12,4.00
2017-05-15,4.00
2017-05-16,4.00
2017-05-17,4.00
2017-05-18,4.00
2017-05-19,4.00
2017-05-22,4.00
2017-05-23,4.00
2017-05-24,4.00
2017-05-25,4.00
2017-05-26,4.00
2017-05-29,4.00
2017-05-30,4.00
2017-05-31,4.00
2017-06-01,4.00
2017-06-02,4.00
2017-06-05,4.00
2017-06-06,4.00
2017-06-07,4.00
2017-06-08,4.00
2017-06-09,4.00
2017-06-12,4.00
2017-06-13,4.00
2017-06-14,4.00
2017-06-15,4.25
2017-06-16,4.25
2017-06-19,4.25
2017-06-20,4.25
2017-06-21,4.25
2017-06-22,4.25
2017-06-23,4.25
2017-06-26,4.25
2017-06-27,4.25
2017-06-28,4.25
2017-06-29,4.25
2017-06-30,4.25
2017-07-03,4.25
2017-07-04,.
2017-07-05,4.25
2017-07-06,4.25
2017-07-07,4.25
2017-07-10,4.25
2017-07-11,4.25
2017-07-12,4.25
2017-07-13,4.25
2017-07-14,4.25
2017-07-17,4.25
2017-07-18,4.25
2017-07-19,4.25
2017-07-20,4.25
2017-07-21,4.25
2017-07-24,4.25
2017-07-25,4.25
2017-07-26,4.25
2017-07-27,4.25
2017-07-28,4.25
2017-07-31,4.25
2017-08-01,4.25
2017-08-02,4.25
2017-08-03,4.25
2017-08-04,4.25
2017-08-07,4.25
2017-08-08,4.25
2017-08-09,4.25
2017-08-10,4.25
2017-08-11,4.25
2017-08-14,4.25
2017-08-15,4.25
2017-08-16,4.25
2017-08-17,4.25
2017-08-18,4.25
2017-08-21,4.25
2017-08-22,4.25
2017-08-23,4.25
2017-08-24,4.25
2017-08-25,4.25
2017-08-28,4.25
2017-08-29,4.25
2017-08-30,4.25
2017-08-31,4.25
2017-09-01,4.25
2017-09-04,.
2017-09-05,4.25
2017-09-06,4.25
2017-09-07,4.25
2017-09-08,4.25
2017-09-11,4.25
2017-09-12,4.25
2017-09-13,4.25
2017-09-14,4.25
2017-09-15,4.25
2017-09-18,4.25
2017-09-19,4.25
2017-09-20,4.25
2017-09-21,4.25
2017-09-22,4.25
2017-09-25,4.25
2017-09-26,4.25
2017-09-27,4.25
2017-09-28,4.25
2017-09-29,4.25
2017-10-02,4.25
2017-10-03,4.25
2017-10-04,4.25
2017-10-05,4.25
2017-10-06,4.25
2017-10-09,.
2017-10-10,4.25
2017-10-11,4.25
2017-10-12,4.25
2017-10-13,4.25
2017-10-16,4.25
2017-10-17,4.25
2017-10-18,4.25
2017-10-19,4.25
2017-10-20,4.25
2017-10-23,4.25
2017-10-24,4.25
2017-10-25,4.25
2017-10-26,4.25
2017-10-27,4.25
2017-10-30,4.25
2017-10-31,4.25
2017-11-01,4.25
2017-11-02,4.25
2017-11-03,4.25
2017-11-06,4.25
2017-11-07,4.25
2017-11-08,4.25
2017-11-09,4.25
2017-11-10,4.25
2017-11-13,4.25
2017-11-14,4.25
2017-11-15,4.25
2017-11-16,4.25
2017-11-17,4.25
2017-11-20,4.25
2017-11-21,4.25
2017-11-22,4.25
2017-11-23,.
2017-11-24,4.25
2017-11-27,4.25
2017-11-28,4.25
2017-11-29,4.25
2017-11-30,4.25
2017-12-01,4.25
2017-12-04,4.25
2017-12-05,4.25
2017-12-06,4.25
2017-12-07,4.25
2017-12-08,4.25
2017-12-11,4.25
2017-12-12,4.25
2017-12-13,4.25
2017-12-14,4.50
2017-12-15,4.50
2017-12-18,4.50
2017-12-19,4.50
2017-12-20,4.50
2017-12-21,4.50
2017-12-22,4.50
2017-12-25,.
2017-12-26,4.50
2017-12-27,4.50
2017-12-28,4.50
2017-12-29,4.50
2018-01-01,.
2018-01-02,4.50
2018-01-03,4.50
2018-01-04,4.50
2018-01-05,4.50
2018-01-08,4.50
2018-01-09,4.50
2018-01-10,4.50
2018-01-11,4.50
2018-01-12,4.50
2018-01-15,.
2018-01-16,4.50
2018-01-17,4.50
2018-01-18,4.50
2018-01-19,4.50
2018-01-22,4.50
2018-01-23,4.50
2018-01-24,4.50
2018-01-25,4.50
2018-01-26,4.50
2018-01-29,4.50
2018-01-30,4.50
2018-01-31,4.50
2018-02-01,4.50
2018-02-02,4.50
2018-02-05,4.50
2018-02-06,4.50
2018-02-07,4.50
2018-02-08,4.50
2018-02-09,4.50
2018-02-12,4.50
2018-02-13,4.50
2018-02-14,4.50
2018-02-15,4.50
2018-02-16,4.50
2018-02-19,.
2018-02-20,4.50
2018-02-21,4.50
2018-02-22,4.50
2018-02-23,4.50
2018-02-26,4.50
2018-02-27,4.50
2018-02-28,4.50
2018-03-01,4.50
2018-03-02,4.50
2018-03-05,4.50
2018-03-06,4.50
2018-03-07,4.50
2018-03-08,4.50
2018-03-09,4.50
2018-03-12,4.50
2018-03-13,4.50
2018-03-14,4.50
2018-03-15,4.50
2018-03-16,4.50
2018-03-19,4.50
2018-03-20,4.50
2018-03-21,4.50
2018-03-22,4.75
2018-03-23,4.75
2018-03-26,4.75
2018-03-27,4.75
2018-03-28,4.75
2018-03-29,4.75
2018-03-30,4.75
2018-04-02,4.75
2018-04-03,4.75
2018-04-04,4.75
2018-04-05,4.75
2018-04-06,4.75
2018-04-09,4.75
2018-04-10,4.75
2018-04-11,4.75
2018-04-12,4.75
2018-04-13,4.75
2018-04-16,4.75
2018-04-17,4.75
2018-04-18,4.75
2018-04-19,4.75
2018-04-20,4.75
2018-04-23,4.75
2018-04-24,4.75
2018-04-25,4.75
2018-04-26,4.75
2018-04-27,4.75
2018-04-30,4.75
2018-05-01,4.75
2018-05-02,4.75
2018-05-03,4.75
2018-05-04,4.75
2018-05-07,4.75
2018-05-08,4.75
2018-05-09,4.75
2018-05-10,4.75
2018-05-11,4.75
2018-05-14,4.75
2018-05-15,4.75
2018-05-16,4.75
2018-05-17,4.75
2018-05-18,4.75
2018-05-21,4.75
2018-05-22,4.75
2018-05-23,4.75
2018-05-24,4.75
2018-05-25,4.75
2018-05-28,.
2018-05-29,4.75
2018-05-30,4.75
2018-05-31,4.75
2018-06-01,4.75
2018-06-04,4.75
2018-06-05,4.75
2018-06-06,4.75
2018-06-07,4.75
2018-06-08,4.75
2018-06-11,4.75
2018-06-12,4.75
2018-06-13,4.75
2018-06-14,5.00
2018-06-15,5.00
2018-06-18,5.00
2018-06-19,5.00
2018-06-20,5.00
2018-06-21,5.00
2018-06-22,5.00
2018-06-25,5.00
2018-06-26,5.00
2018-06-27,5.00
2018-06-28,5.00
2018-06-29,5.00
2018-07-02,5.00
2018-07-03,5.00
2018-07-04,.
2018-07-05,5.00
2018-07-06,5.00
2018-07-09,5.00
2018-07-10,5.00
2018-07-11,5.00
2018-07-12,5.00
2018-07-13,5.00
2018-07-16,5.00
2018-07-17,5.00
2018-07-18,5.00
2018-07-19,5.00
2018-07-20,5.00
2018-07-23,5.00
2018-07-24,5.00
2018-07-25,5.00
2018-07-26,5.00
2018-07-27,5.00
2018-07-30,5.00
2018-07-31,5.00
2018-08-01,5.00
2018-08-02,5.00
2018-08-03,5.00
2018-08-06,5.00
2018-08-07,5.00
